UNIPROT,gene_name,difference,significant,logpval
P04217,A1BG,2.268388369128297,+,0.02330554604630286
Q9NQ94,A1CF,0.04981185175265346,NA,0.9602723220758194
P01023,A2M,2.9919213562616656,+,0.0027722766985664245
A8K2U0,A2ML1,0.9807181371527132,NA,0.32673175726607684
Q9NPC4,A4GALT,0.00359769998544245,NA,0.9971294569196689
Q9NRG9,AAAS,0.10744007813498488,NA,0.9144398607475784
Q86V21,AACS,0.3215236207276747,NA,0.7478136149866881
P22760,AADAC,-1.3204121876407864,NA,1.8133025633484015
Q8N5Z0,AADAT,0.09172311374806066,NA,0.9269180326859009
Q6PD74,AAGAB,0.07449468818871788,NA,0.9406167676362784
Q2M2I8,AAK1,0.19294230256548195,NA,0.8470041547722231
Q9H7C9,AAMDC,0.8697040930176212,NA,0.3844621348920205
Q13685,AAMP,0.1209244635664242,NA,0.9037508652316442
Q9Y312,AAR2,-0.11092838589008096,NA,1.088326864176534
Q5JTZ9,AARS2,0.06259925100132845,NA,0.9500856258638355
Q9BTE6,AARSD1,0.45780817044393174,NA,0.6470902653106279
Q4L235,AASDH,-0.4533686053909333,NA,1.3497166609179354
Q9NRN7,AASDHPPT,0.43754823294788714,NA,0.6617138044460471
Q9UDR5,AASS,0.20025389302215313,NA,0.8412820201425659
Q9NY61,AATF,-0.3877082053185035,NA,1.3017680170982957
P80404,ABAT,0.2874338140533062,NA,0.7737801731622233
O95477,ABCA1,-0.2008042353916439,NA,1.1591483489765426
Q86UK0,ABCA12,-1.2563787284228307,NA,1.7910213098518082
Q9BZC7,ABCA2,-0.3868424694854495,NA,1.301127165863685
Q99758,ABCA3,0.1574383299565379,NA,0.8748994071717107
Q8WWZ7,ABCA5,0.3832342038326288,NA,0.7015461194037074
Q8N139,ABCA6,0.4986809865402305,NA,0.6180041413203239
Q8IZY2,ABCA7,0.11332749198418386,NA,0.9097709221859355
O94911,ABCA8,0.201467055136787,NA,0.8403333874553991
P08183,ABCB1,0.4615142064098548,NA,0.644429731390465
Q9NRK6,ABCB10,-0.03955298670604393,NA,1.0315504907435624
Q9NP58,ABCB6,-0.00561035394074018,NA,1.0044763913067418
O75027,ABCB7,-0.0097706420790093,NA,1.0077957204267862
Q9NUT2,ABCB8,-0.05992780599492191,NA,1.0477868662929044
Q5T3U5,ABCC10,-0.19112852437638375,NA,1.1515750996589331
Q92887,ABCC2,-0.11856932289838026,NA,1.0943834293580417
O15438,ABCC3,-0.2892095293490415,NA,1.2275789600586555
O15439,ABCC4,0.17993520117653225,NA,0.8572034396513998
O15440,ABCC5,-0.25310875860651266,NA,1.199815829182744
O60706,ABCC9,-1.3363139562386734,NA,1.8185533232678641
